Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
80	1	2.624	10000.000	15.900	Positive	0.0001	Callithrix_jacchus
122	1	0.000	10000.000	9.186	Positive	0.0024	Callithrix_jacchus
135	1	0.000	10000.000	12.214	Positive	0.0005	Callithrix_jacchus
199	1	0.146	10000.000	4.121	Positive	0.0423	Callithrix_jacchus
208	1	0.000	10000.000	8.481	Positive	0.0036	Callithrix_jacchus
238	1	1.658	10000.000	9.446	Positive	0.0021	Callithrix_jacchus
371	1	1.200	10000.000	5.855	Positive	0.0155	Callithrix_jacchus
379	1	0.000	10000.000	4.381	Positive	0.0364	Callithrix_jacchus
740	1	3.402	10000.000	3.639	Positive	0.0564	Callithrix_jacchus
750	1	0.000	10000.000	4.379	Positive	0.0364	Callithrix_jacchus
752	1	6.750	10000.000	6.494	Positive	0.0108	Callithrix_jacchus
806	1	0.000	10000.000	8.755	Positive	0.0031	Callithrix_jacchus
908	1	0.000	10000.000	11.515	Positive	0.0007	Callithrix_jacchus
916	1	0.000	10000.000	3.999	Positive	0.0455	Callithrix_jacchus
917	1	19.906	10000.000	3.548	Positive	0.0596	Callithrix_jacchus
923	1	0.000	10000.000	10.463	Positive	0.0012	Callithrix_jacchus
