Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
69	1	0.000	16.191	1.000	3.386	0.0872	Sphaerodactylus_townsendi
163	1	0.000	2.491	1.000	3.781	0.0709	Sphaerodactylus_townsendi
238	1	0.000	2.959	1.000	3.465	0.0836	Sphaerodactylus_townsendi
250	1	0.000	3332.916	1.000	4.144	0.0587	Sphaerodactylus_townsendi
342	1	0.000	2.755	1.000	3.362	0.0883	Sphaerodactylus_townsendi
386	1	0.000	2242.085	1.000	4.130	0.0591	Sphaerodactylus_townsendi
397	1	0.000	12.677	1.000	4.079	0.0607	Sphaerodactylus_townsendi
549	1	0.000	3.410	1.000	3.531	0.0808	Sphaerodactylus_townsendi
582	1	0.000	12.773	1.000	3.456	0.0841	Sphaerodactylus_townsendi
745	1	0.000	3.947	1.000	4.187	0.0574	Sphaerodactylus_townsendi
