Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
10	1	1.119	10000.000...	1.000	17.628	0.0001	Sarcophilus_harrisii
36	1	0.863	10000.000...	1.000	17.529	0.0001	Sarcophilus_harrisii
37	1	1.773	10000.000...	1.000	16.656	0.0001	Sarcophilus_harrisii
69	1	1.800	10000.000...	1.000	4.614	0.0460	Sarcophilus_harrisii
70	1	0.675	10000.000...	1.000	5.144	0.0350	Sarcophilus_harrisii
76	1	1.114	10000.000...	1.000	5.286	0.0325	Sarcophilus_harrisii
79	1	1.697	10000.000...	1.000	6.138	0.0210	Sarcophilus_harrisii
164	1	2.808	10000.000...	1.000	5.014	0.0374	Sarcophilus_harrisii
209	1	0.404	10000.000...	1.000	19.321	0.0000	Sarcophilus_harrisii
225	1	0.000	10000.000...	1.000	10.134	0.0027	Sarcophilus_harrisii
314	1	0.000	10000.000...	1.000	5.295	0.0324	Sarcophilus_harrisii
341	1	0.000	10000.000...	1.000	3.321	0.0902	Sarcophilus_harrisii
420	1	0.000	10000.000...	1.000	3.944	0.0651	Sarcophilus_harrisii
474	1	0.755	10000.000...	1.000	4.163	0.0581	Sarcophilus_harrisii
492	1	0.771	10000.000...	1.000	18.011	0.0001	Sarcophilus_harrisii
537	1	2.222	10000.000...	1.000	3.596	0.0781	Sarcophilus_harrisii
547	1	0.552	10000.000...	1.000	4.683	0.0444	Sarcophilus_harrisii
714	1	0.000	10000.000...	1.000	3.775	0.0711	Sarcophilus_harrisii
752	1	1.944	10000.000...	1.000	3.685	0.0746	Sarcophilus_harrisii
770	1	0.000	10000.000...	1.000	3.882	0.0673	Sarcophilus_harrisii
