""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"83"	"Actinopterygii_group5"	"Boleophthalmus_pectinirostris"	"`Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.782	1.05	0.912333333333333
"84"	"Actinopterygii_group5"	"Dunckerocampus_dactyliophorus"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.2825	1.15	0.494375
"85"	"Actinopterygii_group5"	"Hippocampus_comes"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.4895	1.14	0.6853
"86"	"Actinopterygii_group5"	"Hippocampus_zosterae"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.7687	0.92	0.912333333333333
"87"	"Actinopterygii_group5"	"Hypomesus_transpacificus"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan`"	0.0236	1.19	0.0826
"88"	"Actinopterygii_group5"	"Myripristis_murdjan"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Hypomesus_transpacificus`"	0.3884	0.89	0.604177777777778
"89"	"Actinopterygii_group5"	"Periophthalmus_magnuspinnatus"	"`Boleophthalmus_pectinirostris,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.192	0.76	0.384
"90"	"Actinopterygii_group5"	"Scomber_japonicus"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.1265	0.79	0.320133333333333
"91"	"Actinopterygii_group5"	"Sphaeramia_orbicularis"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	1	0.99	1
"92"	"Actinopterygii_group5"	"Synchiropus_splendidus"	"`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`"	0.0017	0.79	0.0119
