""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"194"	"Aves_group3"	"Accipiter_gentilis"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.2466	0.77	0.400725
"195"	"Aves_group3"	"Aquila_chrysaetos_chrysaetos"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.1917	1.24	0.356014285714286
"196"	"Aves_group3"	"Buceros_rhinoceros_silvestris"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.0262	1.25	0.109525
"197"	"Aves_group3"	"Dryobates_pubescens"	"`Merops_nubicus,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0	3.54	0
"198"	"Aves_group3"	"Falco_cherrug"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.9322	0.87	1
"199"	"Aves_group3"	"Falco_naumanni"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Node17`"	0.4728	0.72	0.558763636363636
"200"	"Aves_group3"	"Falco_peregrinus"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.3368	0	0.47671
"201"	"Aves_group3"	"Falco_rusticolus"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Node20,Node18,Falco_naumanni,Node17`"	0.1085	3.46	0.2821
"202"	"Aves_group3"	"Gymnogyps_californianus"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	1	1.01	1
"203"	"Aves_group3"	"Haliaeetus_leucocephalus"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.3667	0.77	0.47671
"204"	"Aves_group3"	"Indicator_indicator"	"`Merops_nubicus,Dryobates_pubescens,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.0328	0.66	0.109525
"205"	"Aves_group3"	"Merops_nubicus"	"`Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Tyto_alba,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.0337	0.78	0.109525
"206"	"Aves_group3"	"Tyto_alba"	"`Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Node5,Node3,Buceros_rhinoceros_silvestris,Node2,Node1,Haliaeetus_leucocephalus,Accipiter_gentilis,Node12,Aquila_chrysaetos_chrysaetos,Node11,Gymnogyps_californianus,Node10,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node20,Node18,Falco_naumanni,Node17`"	0.1728	0	0.356014285714286
