""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"333"	"Primates"	"Callithrix_jacchus"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.5954	0.82	0.814757894736842
"334"	"Primates"	"Cebus_imitator"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	1	1.12	1
"335"	"Primates"	"Cercocebus_atys"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.0106	29.62	0.1378
"336"	"Primates"	"Colobus_angolensis_palliatus"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Node43,Node29,Node13,Node7`"	0.5515	10.5	0.796611111111111
"337"	"Primates"	"Gorilla_gorilla_gorilla"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.2701	0.7	0.468173333333333
"338"	"Primates"	"Homo_sapiens"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.1459	0.56	0.2918
"339"	"Primates"	"Hylobates_moloch"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.6812	0.8	0.835545454545455
"340"	"Primates"	"Lemur_catta"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	1	0.76	1
"341"	"Primates"	"Macaca_fascicularis"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_mulatta,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.0498	0	0.189428571428571
"342"	"Primates"	"Macaca_mulatta"	"`Nycticebus_coucang,Propithecus_coquereli,Microcebus_murinus,Node3,Lemur_catta,Node2,Callithrix_jacchus,Cebus_imitator,Sapajus_apella,Node10,Node8,Symphalangus_syndactylus,Hylobates_moloch,Node16,Nomascus_leucogenys,Node15,Gorilla_gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node25,Node23,Node21,Pongo_abelii,Node20,Node14,Papio_anubis,Mandrillus_leucophaeus,Cercocebus_atys,Node33,Node31,Macaca_thibetana_thibetana,Macaca_fascicularis,Node39,Node37,Macaca_nemestrina,Node36,Node30,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node46,Node44,Colobus_angolensis_palliatus,Node43,Node29,Node13,Node7`"	0.0666	0.71	0.21645
