""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"181"	"Aves_group2"	"Aptenodytes_forsteri"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.0151	1.61	0.049075
"182"	"Aves_group2"	"Apus_apus"	"`Chaetura_pelagica,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.1668	0.63	0.27105
"183"	"Aves_group2"	"Chaetura_pelagica"	"`Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.5987	0.89	0.6418
"184"	"Aves_group2"	"Charadrius_vociferus"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.0318	30.55	0.0689
"185"	"Aves_group2"	"Columba_livia"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.6418	0.9	0.6418
"186"	"Aves_group2"	"Egretta_garzetta"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.4331	1.62	0.56303
"187"	"Aves_group2"	"Eurypyga_helias"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.522	1.15	0.616909090909091
"188"	"Aves_group2"	"Grus_americana"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	9e-04	0.43	0.0117
"189"	"Aves_group2"	"Mesitornis_unicolor"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.3991	1.24	0.56303
"190"	"Aves_group2"	"Nipponia_nippon"	"`Chaetura_pelagica,Apus_apus,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.0278	50	0.0689
"191"	"Aves_group2"	"Opisthocomus_hoazin"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Node3`"	0.0144	0.62	0.049075
"192"	"Aves_group2"	"Pygoscelis_adeliae"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Rissa_tridactyla,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.0378	1.74	0.0702
"193"	"Aves_group2"	"Rissa_tridactyla"	"`Chaetura_pelagica,Apus_apus,Nipponia_nippon,Egretta_garzetta,Node9,Pygoscelis_adeliae,Aptenodytes_forsteri,Node12,Node8,Eurypyga_helias,Node7,Grus_americana,Node6,Charadrius_vociferus,Node17,Node5,Mesitornis_unicolor,Columba_livia,Node20,Node4,Opisthocomus_hoazin,Node3`"	0.0021	0.48	0.01365
