""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"303"	"Lepidosauria"	"Anolis_carolinensis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.3201	1.4	0.604633333333333
"304"	"Lepidosauria"	"Crotalus_tigris"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.5819	1.12	0.824358333333333
"305"	"Lepidosauria"	"Eublepharis_macularius"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.17	0.67	0.36125
"306"	"Lepidosauria"	"Gekko_japonicus"	"`Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	1	0.99	1
"307"	"Lepidosauria"	"Hemicordylus_capensis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.5156	1.05	0.796836363636364
"308"	"Lepidosauria"	"Lacerta_agilis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.1628	1.47	0.36125
"309"	"Lepidosauria"	"Notechis_scutatus"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.1403	1.95	0.36125
"310"	"Lepidosauria"	"Pantherophis_guttatus"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.0775	1.41	0.2635
"311"	"Lepidosauria"	"Podarcis_muralis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	1	1.04	1
"312"	"Lepidosauria"	"Podarcis_raffonei"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.5129	1.13	0.796836363636364
"313"	"Lepidosauria"	"Pogona_vitticeps"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.0112	1.18	0.0476
"314"	"Lepidosauria"	"Protobothrops_mucrosquamatus"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	1	0.93	1
"315"	"Lepidosauria"	"Pseudonaja_textilis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	1	0.8	1
"316"	"Lepidosauria"	"Sphaerodactylus_townsendi"	"`Gekko_japonicus,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0	0.56	0
"317"	"Lepidosauria"	"Thamnophis_sirtalis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0	50	0
"318"	"Lepidosauria"	"Varanus_komodoensis"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Zootoca_vivipara,Node25,Node7,Node5`"	0.7	1.19	0.915384615384615
"319"	"Lepidosauria"	"Zootoca_vivipara"	"`Gekko_japonicus,Sphaerodactylus_townsendi,Node1,Eublepharis_macularius,Hemicordylus_capensis,Pseudonaja_textilis,Notechis_scutatus,Node11,Pantherophis_guttatus,Thamnophis_sirtalis,Node14,Node10,Crotalus_tigris,Protobothrops_mucrosquamatus,Node17,Node9,Varanus_komodoensis,Anolis_carolinensis,Pogona_vitticeps,Node22,Node20,Node8,Podarcis_raffonei,Podarcis_muralis,Node27,Lacerta_agilis,Node26,Node25,Node7,Node5`"	0.0014	0.34	0.00793333333333333
