""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"143"	"Artiodactyla"	"Balaenoptera_acutorostrata_scammoni"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	1	2.49	1
"144"	"Artiodactyla"	"Balaenoptera_musculus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.1598	0	0.29779375
"145"	"Artiodactyla"	"Bison_bison_bison"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.3359	50	0.463861904761905
"146"	"Artiodactyla"	"Bos_mutus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	1	0.97	1
"147"	"Artiodactyla"	"Bos_taurus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.0028	50	0.0203
"148"	"Artiodactyla"	"Bubalus_bubalis"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.5323	0	0.671160869565217
"149"	"Artiodactyla"	"Bubalus_carabanensis"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.0182	50	0.0879666666666667
"150"	"Artiodactyla"	"Budorcas_taxicolor"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.0068	50	0.03944
"151"	"Artiodactyla"	"Camelus_bactrianus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	1	50	1
"152"	"Artiodactyla"	"Camelus_dromedarius"	"`Vicugna_pacos,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`"	0.1469	0	0.29779375
