clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Perissodactyla	F1x4	Ceratotherium_simum_simum	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Diceros_bicornis	0.36149	-4288.979784	19	1.00000	0.35021	-4287.515510	19	2.02624	0.35032	-4287.279583	20
Perissodactyla	F3x4	Ceratotherium_simum_simum	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Diceros_bicornis	0.35749	-4263.566591	19	1.00000	0.34613	-4262.073883	19	2.05175	0.34626	-4261.832719	20
Perissodactyla	F1x4	Dicerorhinus_sumatrensis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Ceratotherium_simum_simum,Diceros_bicornis	0.36149	-4288.979784	19	1.00000	0.36017	-4290.191268	19	0.38371	0.36055	-4288.974625	20
Perissodactyla	F3x4	Dicerorhinus_sumatrensis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Ceratotherium_simum_simum,Diceros_bicornis	0.35748	-4263.566591	19	1.00000	0.35621	-4264.792477	19	0.37819	0.35661	-4263.562078	20
Perissodactyla	F1x4	Diceros_bicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum	0.36149	-4288.979784	19	1.00000	0.35571	-4288.348078	19	1.22619	0.35572	-4288.332490	20
Perissodactyla	F3x4	Diceros_bicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum	0.35749	-4263.566590	19	1.00000	0.35164	-4262.919462	19	1.23822	0.35166	-4262.902576	20
Perissodactyla	F1x4	Equus_asinus	Equus_przewalskii,Equus_caballus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis	0.36149	-4288.979784	19	1.00000	0.36927	-4290.984848	19	0.09931	0.36878	-4288.142033	20
Perissodactyla	F3x4	Equus_asinus	Equus_przewalskii,Equus_caballus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis	0.35748	-4263.566591	19	1.00000	0.36533	-4265.597077	19	0.09791	0.36473	-4262.725864	20
Perissodactyla	F1x4	Equus_caballus	Equus_przewalskii,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis	0.36150	-4288.979784	19	1.00000	0.36401	-4289.576761	19	0.00010	0.36398	-4288.333213	20
Perissodactyla	F3x4	Equus_caballus	Equus_przewalskii,Equus_asinus,Equus_quagga,Tapirus_indicus,Tapirus_terrestris,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis	0.35748	-4263.566591	19	1.00000	0.36000	-4264.169554	19	0.00010	0.35996	-4262.918726	20
