Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
100	1	0.884	10000.000	2.743	Positive	0.0977	Paralichthys_olivaceus
105	1	0.000	10000.000	15.651	Positive	0.0001	Paralichthys_olivaceus
176	1	1.022	10000.000	17.605	Positive	0.0000	Paralichthys_olivaceus
185	1	1.758	10000.000	15.326	Positive	0.0001	Paralichthys_olivaceus
227	1	2.836	10000.000	12.680	Positive	0.0004	Paralichthys_olivaceus
231	1	0.386	10000.000	26.288	Positive	0.0000	Paralichthys_olivaceus
275	1	2.331	10000.000	3.883	Positive	0.0488	Paralichthys_olivaceus
276	1	2.408	10000.000	2.828	Positive	0.0927	Paralichthys_olivaceus
308	1	1.350	10000.000	8.649	Positive	0.0033	Paralichthys_olivaceus
329	1	1.746	10000.000	2.792	Positive	0.0948	Paralichthys_olivaceus
367	1	0.000	10000.000	16.049	Positive	0.0001	Paralichthys_olivaceus
384	1	0.718	10000.000	4.493	Positive	0.0340	Paralichthys_olivaceus
385	1	2.541	10000.000	3.590	Positive	0.0581	Paralichthys_olivaceus
407	1	2.064	10000.000	10.793	Positive	0.0010	Paralichthys_olivaceus
455	1	1.671	10000.000	14.534	Positive	0.0001	Paralichthys_olivaceus
458	1	0.633	10000.000	3.104	Positive	0.0781	Paralichthys_olivaceus
479	1	1.112	10000.000	22.607	Positive	0.0000	Paralichthys_olivaceus
531	1	0.941	10000.000	3.156	Positive	0.0756	Paralichthys_olivaceus
532	1	7.064	10000.000	4.119	Positive	0.0424	Paralichthys_olivaceus
537	1	1.084	10000.000	5.944	Positive	0.0148	Paralichthys_olivaceus
541	1	1.106	10000.000	6.895	Positive	0.0086	Paralichthys_olivaceus
545	1	1.301	10000.000	4.224	Positive	0.0399	Paralichthys_olivaceus
590	1	0.794	10000.000	19.403	Positive	0.0000	Paralichthys_olivaceus
642	1	0.000	10000.000	2.928	Positive	0.0871	Paralichthys_olivaceus
