Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
98	1	1.610	10000.000	6.399	Positive	0.0114	Echeneis_naucrates
103	1	2.648	10000.000	5.471	Positive	0.0193	Echeneis_naucrates
104	1	0.796	10000.000	13.889	Positive	0.0002	Echeneis_naucrates
105	1	0.000	10000.000	7.023	Positive	0.0080	Echeneis_naucrates
106	1	0.875	10000.000	15.482	Positive	0.0001	Echeneis_naucrates
107	1	0.595	10000.000	16.412	Positive	0.0001	Echeneis_naucrates
109	1	3.277	10000.000	5.015	Positive	0.0251	Echeneis_naucrates
110	1	3.170	10000.000	8.782	Positive	0.0030	Echeneis_naucrates
113	1	1.237	10000.000	19.789	Positive	0.0000	Echeneis_naucrates
114	1	1.004	10000.000	4.227	Positive	0.0398	Echeneis_naucrates
118	1	3.414	10000.000	7.001	Positive	0.0081	Echeneis_naucrates
127	1	0.000	10000.000	21.654	Positive	0.0000	Echeneis_naucrates
142	1	0.762	10000.000	7.057	Positive	0.0079	Echeneis_naucrates
149	1	1.021	10000.000	7.083	Positive	0.0078	Echeneis_naucrates
150	1	0.000	10000.000	5.960	Positive	0.0146	Echeneis_naucrates
157	1	4.104	10000.000	7.950	Positive	0.0048	Echeneis_naucrates
165	1	0.000	10000.000	14.022	Positive	0.0002	Echeneis_naucrates
182	1	2.828	10000.000	8.648	Positive	0.0033	Echeneis_naucrates
184	1	2.445	10000.000	2.707	Positive	0.0999	Echeneis_naucrates
185	1	1.739	10000.000	15.218	Positive	0.0001	Echeneis_naucrates
189	1	0.451	10000.000	15.839	Positive	0.0001	Echeneis_naucrates
212	1	0.320	10000.000	33.980	Positive	0.0000	Echeneis_naucrates
215	1	0.752	10000.000	6.718	Positive	0.0095	Echeneis_naucrates
218	1	2.015	10000.000	6.940	Positive	0.0084	Echeneis_naucrates
219	1	0.000	10000.000	33.950	Positive	0.0000	Echeneis_naucrates
235	1	7.700	10000.000	2.965	Positive	0.0851	Echeneis_naucrates
238	1	1.248	10000.000	17.508	Positive	0.0000	Echeneis_naucrates
240	1	0.318	10000.000	8.101	Positive	0.0044	Echeneis_naucrates
245	1	0.733	10000.000	5.263	Positive	0.0218	Echeneis_naucrates
258	1	0.286	10000.000	6.360	Positive	0.0117	Echeneis_naucrates
269	1	0.945	10000.000	9.762	Positive	0.0018	Echeneis_naucrates
270	1	0.936	10000.000	7.393	Positive	0.0065	Echeneis_naucrates
273	1	0.302	10000.000	3.783	Positive	0.0518	Echeneis_naucrates
275	1	2.225	10000.000	7.666	Positive	0.0056	Echeneis_naucrates
276	1	2.255	10000.000	12.934	Positive	0.0003	Echeneis_naucrates
277	1	0.459	10000.000	4.607	Positive	0.0318	Echeneis_naucrates
281	1	1.275	10000.000	16.665	Positive	0.0000	Echeneis_naucrates
296	1	0.717	10000.000	19.208	Positive	0.0000	Echeneis_naucrates
301	1	0.000	10000.000	5.617	Positive	0.0178	Echeneis_naucrates
308	1	1.321	10000.000	8.736	Positive	0.0031	Echeneis_naucrates
318	1	1.364	10000.000	3.050	Positive	0.0807	Echeneis_naucrates
319	1	1.973	10000.000	16.531	Positive	0.0000	Echeneis_naucrates
335	1	1.204	10000.000	12.269	Positive	0.0005	Echeneis_naucrates
343	1	1.296	10000.000	12.258	Positive	0.0005	Echeneis_naucrates
346	1	2.354	10000.000	4.444	Positive	0.0350	Echeneis_naucrates
348	1	2.172	10000.000	6.852	Positive	0.0089	Echeneis_naucrates
355	1	2.853	10000.000	5.024	Positive	0.0250	Echeneis_naucrates
356	1	1.702	10000.000	10.868	Positive	0.0010	Echeneis_naucrates
366	1	3.229	10000.000	4.388	Positive	0.0362	Echeneis_naucrates
369	1	1.991	10000.000	3.334	Positive	0.0679	Echeneis_naucrates
371	1	0.568	10000.000	3.502	Positive	0.0613	Echeneis_naucrates
374	1	0.014	10000.000	14.303	Positive	0.0002	Echeneis_naucrates
387	1	7.379	10000.000	4.755	Positive	0.0292	Echeneis_naucrates
389	1	1.709	10000.000	13.022	Positive	0.0003	Echeneis_naucrates
396	1	1.348	10000.000	9.869	Positive	0.0017	Echeneis_naucrates
400	1	0.287	10000.000	30.267	Positive	0.0000	Echeneis_naucrates
406	1	0.822	10000.000	21.383	Positive	0.0000	Echeneis_naucrates
414	1	0.000	10000.000	8.624	Positive	0.0033	Echeneis_naucrates
416	1	1.063	10000.000	4.498	Positive	0.0339	Echeneis_naucrates
419	1	1.041	10000.000	4.789	Positive	0.0286	Echeneis_naucrates
420	1	3.792	10000.000	3.193	Positive	0.0740	Echeneis_naucrates
421	1	0.000	10000.000	17.704	Positive	0.0000	Echeneis_naucrates
429	1	0.000	10000.000	6.249	Positive	0.0124	Echeneis_naucrates
431	1	1.363	10000.000	11.343	Positive	0.0008	Echeneis_naucrates
432	1	1.106	10000.000	5.191	Positive	0.0227	Echeneis_naucrates
433	1	0.572	10000.000	7.064	Positive	0.0079	Echeneis_naucrates
439	1	0.000	10000.000	20.347	Positive	0.0000	Echeneis_naucrates
446	1	1.331	10000.000	10.624	Positive	0.0011	Echeneis_naucrates
450	1	1.235	10000.000	17.391	Positive	0.0000	Echeneis_naucrates
458	1	0.615	10000.000	13.551	Positive	0.0002	Echeneis_naucrates
463	1	0.758	10000.000	25.256	Positive	0.0000	Echeneis_naucrates
470	1	0.345	10000.000	31.606	Positive	0.0000	Echeneis_naucrates
472	1	2.270	10000.000	9.453	Positive	0.0021	Echeneis_naucrates
482	1	0.589	10000.000	15.554	Positive	0.0001	Echeneis_naucrates
483	1	0.000	10000.000	7.903	Positive	0.0049	Echeneis_naucrates
484	1	1.362	10000.000	12.071	Positive	0.0005	Echeneis_naucrates
492	1	1.305	10000.000	10.040	Positive	0.0015	Echeneis_naucrates
500	1	0.802	10000.000	19.023	Positive	0.0000	Echeneis_naucrates
503	1	0.619	10000.000	16.410	Positive	0.0001	Echeneis_naucrates
505	1	0.710	10000.000	15.681	Positive	0.0001	Echeneis_naucrates
507	1	4.253	10000.000	4.619	Positive	0.0316	Echeneis_naucrates
509	1	0.000	10000.000	21.471	Positive	0.0000	Echeneis_naucrates
516	1	1.053	10000.000	13.049	Positive	0.0003	Echeneis_naucrates
526	1	0.283	10000.000	33.609	Positive	0.0000	Echeneis_naucrates
531	1	0.914	10000.000	5.706	Positive	0.0169	Echeneis_naucrates
534	1	0.000	10000.000	5.913	Positive	0.0150	Echeneis_naucrates
535	1	1.089	10000.000	6.792	Positive	0.0092	Echeneis_naucrates
536	1	8.181	10000.000	5.491	Positive	0.0191	Echeneis_naucrates
540	1	0.586	10000.000	12.216	Positive	0.0005	Echeneis_naucrates
541	1	1.016	10000.000	9.651	Positive	0.0019	Echeneis_naucrates
545	1	1.330	10000.000	9.752	Positive	0.0018	Echeneis_naucrates
551	1	0.000	10000.000	4.866	Positive	0.0274	Echeneis_naucrates
552	1	0.889	10000.000	6.269	Positive	0.0123	Echeneis_naucrates
553	1	1.352	10000.000	4.739	Positive	0.0295	Echeneis_naucrates
557	1	1.355	10000.000	13.151	Positive	0.0003	Echeneis_naucrates
559	1	0.582	10000.000	14.151	Positive	0.0002	Echeneis_naucrates
562	1	0.000	10000.000	20.967	Positive	0.0000	Echeneis_naucrates
564	1	0.722	10000.000	4.230	Positive	0.0397	Echeneis_naucrates
571	1	1.955	10000.000	3.918	Positive	0.0478	Echeneis_naucrates
574	1	0.678	10000.000	11.336	Positive	0.0008	Echeneis_naucrates
577	1	0.495	10000.000	7.478	Positive	0.0062	Echeneis_naucrates
582	1	0.647	10000.000	24.388	Positive	0.0000	Echeneis_naucrates
584	1	1.986	10000.000	7.724	Positive	0.0055	Echeneis_naucrates
592	1	1.416	10000.000	17.915	Positive	0.0000	Echeneis_naucrates
598	1	3.770	10000.000	5.004	Positive	0.0253	Echeneis_naucrates
607	1	0.474	10000.000	21.547	Positive	0.0000	Echeneis_naucrates
608	1	0.289	10000.000	11.269	Positive	0.0008	Echeneis_naucrates
609	1	0.000	10000.000	5.829	Positive	0.0158	Echeneis_naucrates
618	1	0.321	10000.000	6.290	Positive	0.0121	Echeneis_naucrates
622	1	3.069	10000.000	4.282	Positive	0.0385	Echeneis_naucrates
625	1	0.465	10000.000	10.144	Positive	0.0014	Echeneis_naucrates
629	1	0.830	10000.000	12.158	Positive	0.0005	Echeneis_naucrates
644	1	0.928	10000.000	15.301	Positive	0.0001	Echeneis_naucrates
646	1	0.546	10000.000	14.848	Positive	0.0001	Echeneis_naucrates
647	1	0.368	10000.000	20.474	Positive	0.0000	Echeneis_naucrates
649	1	1.396	10000.000	4.595	Positive	0.0321	Echeneis_naucrates
653	1	0.190	10000.000	26.361	Positive	0.0000	Echeneis_naucrates
664	1	2.983	10000.000	4.506	Positive	0.0338	Echeneis_naucrates
665	1	0.000	10000.000	4.472	Positive	0.0345	Echeneis_naucrates
673	1	0.486	10000.000	9.123	Positive	0.0025	Echeneis_naucrates
682	1	1.389	10000.000	9.798	Positive	0.0017	Echeneis_naucrates
684	1	1.740	10000.000	7.801	Positive	0.0052	Echeneis_naucrates
686	1	0.685	10000.000	6.806	Positive	0.0091	Echeneis_naucrates
687	1	0.000	10000.000	18.441	Positive	0.0000	Echeneis_naucrates
689	1	1.019	10000.000	17.516	Positive	0.0000	Echeneis_naucrates
