""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"280"	"Chiroptera"	"Artibeus_jamaicensis_jamaicensis"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.3396	0.12	0.540290909090909
"281"	"Chiroptera"	"Desmodus_rotundus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.13	0	0.4114
"282"	"Chiroptera"	"Hipposideros_armiger"	"`Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.0126	0.14	0.05355
"283"	"Chiroptera"	"Miniopterus_natalensis"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Node23,Node21,Node11`"	0.7224	1.16	0.8772
"284"	"Chiroptera"	"Molossus_molossus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.1694	0.25	0.4114
"285"	"Chiroptera"	"Myotis_brandtii"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.0015	42.6	0.01275
"286"	"Chiroptera"	"Myotis_davidii"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	1	1.82	1
"287"	"Chiroptera"	"Myotis_myotis"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	1	1.44	1
"288"	"Chiroptera"	"Phyllostomus_discolor"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.4855	0.15	0.687791666666667
"289"	"Chiroptera"	"Phyllostomus_hastatus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.3496	0	0.540290909090909
"290"	"Chiroptera"	"Pipistrellus_kuhlii"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	9e-04	50	0.01275
"291"	"Chiroptera"	"Pteropus_alecto"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.1608	0	0.4114
"292"	"Chiroptera"	"Pteropus_giganteus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.6043	0	0.790238461538461
"293"	"Chiroptera"	"Pteropus_vampyrus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.2972	0	0.540290909090909
"294"	"Chiroptera"	"Rhinolophus_ferrumequinum"	"`Hipposideros_armiger,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.0106	0.1	0.05355
"295"	"Chiroptera"	"Rousettus_aegyptiacus"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Node4,Sturnira_hondurensis,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	1	1.43	1
"296"	"Chiroptera"	"Sturnira_hondurensis"	"`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node7,Node5,Rousettus_aegyptiacus,Node4,Artibeus_jamaicensis_jamaicensis,Node14,Phyllostomus_hastatus,Phyllostomus_discolor,Node17,Node13,Desmodus_rotundus,Node12,Molossus_molossus,Myotis_brandtii,Myotis_davidii,Myotis_myotis,Node27,Node25,Pipistrellus_kuhlii,Node24,Miniopterus_natalensis,Node23,Node21,Node11`"	0.3272	0.13	0.540290909090909
