""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"243"	"Carnivora"	"Acinonyx_jubatus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.3416	0	0.896633333333333
"244"	"Carnivora"	"Ailuropoda_melanoleuca"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	1	0.96	1
"245"	"Carnivora"	"Callorhinus_ursinus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.4912	21.11	0.956547368421053
"246"	"Carnivora"	"Canis_lupus_familiaris"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.6914	0.08	1
"247"	"Carnivora"	"Canis_lupus_lupus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	1	0.83	1
"248"	"Carnivora"	"Enhydra_lutris_kenyoni"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.9355	0.93	1
"249"	"Carnivora"	"Eumetopias_jubatus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.9633	0.13	1
"250"	"Carnivora"	"Felis_catus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.4322	0.04	0.940670588235294
"251"	"Carnivora"	"Halichoerus_grypus"	"`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.6178	0	1
"252"	"Carnivora"	"Hyaena_hyaena"	"`Suricata_suricatta,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Lynx_pardinus,Node13,Node7,Prionailurus_bengalensis,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris_tigris,Panthera_leo,Panthera_pardus,Node23,Panthera_uncia,Node22,Node20,Node4,Vulpes_vulpes,Vulpes_lagopus,Node29,Canis_lupus_familiaris,Canis_lupus_lupus,Node32,Node28,Enhydra_lutris_kenyoni,Lontra_canadensis,Node39,Mustela_putorius_furo,Mustela_erminea,Node43,Neogale_vison,Node42,Node38,Meles_meles,Node37,Odobenus_rosmarus_divergens,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Node49,Halichoerus_grypus,Phoca_vitulina,Node57,Mirounga_leonina,Neomonachus_schauinslandi,Node60,Node56,Node48,Node36,Ailuropoda_melanoleuca,Ursus_thibetanus_thibetanus,Ursus_americanus,Node66,Ursus_arctos,Ursus_maritimus,Node69,Node65,Node63,Node35,Node27`"	0.1437	0.64	0.896633333333333
