""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"324"	"Perissodactyla"	"Ceratotherium_simum_simum"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.1235	0	0.6175
"325"	"Perissodactyla"	"Dicerorhinus_sumatrensis"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.6046	0.71	0.9634
"326"	"Perissodactyla"	"Diceros_bicornis"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Node15,Node13,Node11,Node7`"	0.3532	0	0.894
"327"	"Perissodactyla"	"Equus_asinus"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.7562	0.8	0.9634
"328"	"Perissodactyla"	"Equus_caballus"	"`Equus_przewalskii,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.9584	0.96	0.9634
"329"	"Perissodactyla"	"Equus_przewalskii"	"`Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.9634	0.98	0.9634
"330"	"Perissodactyla"	"Equus_quagga"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.3576	0	0.894
"331"	"Perissodactyla"	"Rhinoceros_unicornis"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Tapirus_terrestris,Node8,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.0122	0	0.122
"332"	"Perissodactyla"	"Tapirus_indicus"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_terrestris,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.8501	0.89	0.9634
"333"	"Perissodactyla"	"Tapirus_terrestris"	"`Equus_przewalskii,Equus_caballus,Node1,Equus_asinus,Equus_quagga,Node4,Tapirus_indicus,Node8,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum_simum,Diceros_bicornis,Node15,Node13,Node11,Node7`"	0.5546	0.68	0.9634
