""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"334"	"Primates"	"Aotus_nancymaae"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0.7206	0.85	1
"335"	"Primates"	"Callithrix_jacchus"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0.4266	0.25	1
"336"	"Primates"	"Carlito_syrichta"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Node9`"	0.4751	0.85	1
"337"	"Primates"	"Cebus_imitator"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0.9624	0.96	1
"338"	"Primates"	"Cercocebus_atys"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	1	0	1
"339"	"Primates"	"Chlorocebus_sabaeus"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	1	0	1
"340"	"Primates"	"Colobus_angolensis_palliatus"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0.8477	0.9	1
"341"	"Primates"	"Gorilla_gorilla_gorilla"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0	5.11	0
"342"	"Primates"	"Homo_sapiens_neanderthalensis"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Hylobates_moloch,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	0.8302	1.12	1
"343"	"Primates"	"Hylobates_moloch"	"`Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Node3,Prolemur_simus,Lemur_catta,Node6,Node2,Aotus_nancymaae,Callithrix_jacchus,Node12,Cebus_imitator,Sapajus_apella,Node16,Saimiri_boliviensis_boliviensis,Node15,Node11,Nomascus_leucogenys,Node22,Gorilla_gorilla_gorilla,Homo_sapiens_neanderthalensis,Pan_paniscus,Pan_troglodytes_troglodytes,Node30,Node28,Node26,Pongo_abelii,Node25,Node21,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node39,Mandrillus_leucophaeus,Cercocebus_atys,Node42,Node38,Macaca_thibetana_thibetana,Macaca_mulatta_lasiotus,Macaca_fascicularis_fascicularis,Node48,Node46,Macaca_nemestrina,Node45,Node37,Node35,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node55,Node53,Piliocolobus_tephrosceles,Colobus_angolensis_palliatus,Node58,Node52,Node34,Node20,Node10,Carlito_syrichta,Node9`"	1	0.98	1
