""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"127"	"Artiodactyla"	"Axis_porcinus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	0.7598	1.2	1
"128"	"Artiodactyla"	"Balaenoptera_acutorostrata"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	1	0.08	1
"129"	"Artiodactyla"	"Balaenoptera_musculus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	NA	50	NA
"130"	"Artiodactyla"	"Bison_bison_bison"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	1	3.35	1
"131"	"Artiodactyla"	"Bos_indicus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	0	50	0
"132"	"Artiodactyla"	"Bos_mutus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	0.8333	1.17	1
"133"	"Artiodactyla"	"Bos_taurus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	0.217	3.85	1
"134"	"Artiodactyla"	"Bubalus_bubalis"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	NA	50	NA
"135"	"Artiodactyla"	"Camelus_bactrianus"	"`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	1	0.83	1
"136"	"Artiodactyla"	"Camelus_dromedarius"	"`Vicugna_pacos,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node16,Neophocaena_asiaeorientalis,Phocoena_sinus,Node19,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node26,Node24,Node22,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata,Node29,Node9,Bos_mutus,Bison_bison_bison,Node37,Bos_taurus,Bos_indicus,Node40,Node36,Bubalus_bubalis,Node35,Oryx_dammah,Capra_hircus,Ovis_aries,Node46,Node44,Node34,Muntiacus_muntjak,Cervus_canadensis,Cervus_elaphus,Node53,Axis_porcinus,Node52,Node50,Odocoileus_virginianus_texanus,Rangifer_tarandus,Node57,Node49,Node33,Giraffa_camelopardalis,Node32,Node8,Sus_scrofa,Catagonus_wagneri,Node61,Node7`"	0.1729	0	0.96824
