""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"314"	"Monotremata_Metatheria"	"Antechinus_flavipes"	"`Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	0.4834	0.25	0.9668
"315"	"Monotremata_Metatheria"	"Dromiciops_gliroides"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	0	3.86	0
"316"	"Monotremata_Metatheria"	"Gracilinanus_agilis"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	0.5932	1.05	0.988666666666667
"317"	"Monotremata_Metatheria"	"Monodelphis_domestica"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	0	12.17	0
"318"	"Monotremata_Metatheria"	"Ornithorhynchus_anatinus"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Node15`"	0.1479	1.23	0.45475
"319"	"Monotremata_Metatheria"	"Phascolarctos_cinereus"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	1	1.02	1
"320"	"Monotremata_Metatheria"	"Sarcophilus_harrisii"	"`Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	0.1819	1.26	0.45475
"321"	"Monotremata_Metatheria"	"Tachyglossus_aculeatus"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Ornithorhynchus_anatinus,Node15`"	1	1.06	1
"322"	"Monotremata_Metatheria"	"Trichosurus_vulpecula"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	1	21.76	1
"323"	"Monotremata_Metatheria"	"Vombatus_ursinus"	"`Antechinus_flavipes,Sarcophilus_harrisii,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`"	1	1.05	1
