clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Actinopterygii_group7	F1x4	Acipenser_ruthenus	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28963	-29028.968357	19	1.00000	0.28623	-29027.851737	19	0.57541	0.28711	-29027.115054	20
Actinopterygii_group7	F3x4	Acipenser_ruthenus	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28801	-29054.629279	19	1.00000	0.28434	-29052.701722	19	0.63674	0.28504	-29052.211949	20
Actinopterygii_group7	F1x4	Anguilla_anguilla	Lepisosteus_oculatus,Megalops_cyprinoides,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28963	-29028.968357	19	1.00000	0.27361	-29080.545747	19	0.32766	0.28507	-29028.074464	20
Actinopterygii_group7	F3x4	Anguilla_anguilla	Lepisosteus_oculatus,Megalops_cyprinoides,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28801	-29054.629279	19	1.00000	0.27313	-29113.227614	19	0.30214	0.28622	-29054.499801	20
Actinopterygii_group7	F1x4	Brienomyrus_brachyistius	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28963	-29028.968357	19	1.00000	0.28385	-29029.968497	19	0.46967	0.28625	-29027.115839	20
Actinopterygii_group7	F3x4	Brienomyrus_brachyistius	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28801	-29054.629279	19	1.00000	0.28185	-29054.572235	19	0.50326	0.28402	-29052.201638	20
Actinopterygii_group7	F1x4	Erpetoichthys_calabaricus	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus	0.28963	-29028.968357	19	1.00000	0.28658	-29028.562343	19	0.52285	0.28763	-29027.736202	20
Actinopterygii_group7	F3x4	Erpetoichthys_calabaricus	Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus	0.28801	-29054.629279	19	1.00000	0.28476	-29053.874799	19	0.54873	0.28572	-29053.066632	20
Actinopterygii_group7	F1x4	Lepisosteus_oculatus	Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28963	-29028.968357	19	1.00000	0.27557	-29059.450419	19	0.26111	0.29219	-29028.663281	20
Actinopterygii_group7	F3x4	Lepisosteus_oculatus	Megalops_cyprinoides,Anguilla_anguilla,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Scleropages_formosus,Acipenser_ruthenus,Polyodon_spathula,Polypterus_senegalus,Erpetoichthys_calabaricus	0.28801	-29054.629279	19	1.00000	0.27290	-29078.044171	19	0.28896	0.28793	-29054.628998	20
