Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
191	1	0.000	17.196	1.000	4.484	0.0492	Arvicanthis_niloticus
231	1	0.507	23.588	1.000	4.408	0.0512	Arvicanthis_niloticus
298	1	0.319	17.405	1.000	4.547	0.0477	Arvicanthis_niloticus
331	1	0.587	58.413	1.000	6.685	0.0159	Arvicanthis_niloticus
344	1	0.560	22.821	1.000	3.296	0.0914	Arvicanthis_niloticus
497	1	0.598	15.705	1.000	3.972	0.0642	Arvicanthis_niloticus
589	1	0.000	16.657	1.000	7.781	0.0091	Arvicanthis_niloticus
601	1	0.000	17.233	1.000	7.041	0.0132	Arvicanthis_niloticus
689	1	0.752	31.714	1.000	4.361	0.0524	Arvicanthis_niloticus
774	1	0.273	32.519	1.000	6.248	0.0199	Arvicanthis_niloticus
810	1	0.427	24.556	1.000	4.893	0.0398	Arvicanthis_niloticus
823	1	0.554	18.123	1.000	4.427	0.0507	Arvicanthis_niloticus
859	1	0.576	31.630	1.000	4.540	0.0478	Arvicanthis_niloticus
864	1	0.466	22.064	1.000	4.510	0.0486	Arvicanthis_niloticus
