Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
188	1	0.753	10000.000...	1.000	5.833	0.0246	Phodopus_roborovskii
220	1	0.000	7.145	1.000	5.439	0.0301	Phodopus_roborovskii
264	1	0.000	15.839	1.000	6.987	0.0136	Phodopus_roborovskii
324	1	0.000	6.194	1.000	5.349	0.0315	Phodopus_roborovskii
494	1	0.324	11.720	1.000	3.965	0.0644	Phodopus_roborovskii
536	1	0.000	7.265	1.000	6.331	0.0190	Phodopus_roborovskii
558	1	0.000	8.285	1.000	5.694	0.0264	Phodopus_roborovskii
637	1	0.160	10.325	1.000	4.760	0.0427	Phodopus_roborovskii
648	1	1.056	44.224	1.000	8.405	0.0066	Phodopus_roborovskii
710	1	0.000	6.803	1.000	6.359	0.0188	Phodopus_roborovskii
762	1	0.716	14.018	1.000	3.231	0.0946	Phodopus_roborovskii
763	1	0.969	15.344	1.000	5.158	0.0347	Phodopus_roborovskii
841	1	0.364	13.246	1.000	3.998	0.0633	Phodopus_roborovskii
865	1	1.397	10000.000...	1.000	4.331	0.0533	Phodopus_roborovskii
