NC_052537.1	36071984	36072344	NC_051777.1:LOC101789661:452-813(+)
NC_052537.1	36073919	36074127	NC_051777.1:LOC101789661:2400-2611(+)
NC_052537.1	36074772	36074889	NC_051777.1:LOC101789661:3234-3352(+)
NC_052537.1	36076072	36076311	NC_051777.1:LOC101789661:4320-4560(+)
NC_052537.1	36077318	36077548	NC_051777.1:LOC101789661:5300-5531(+)
NC_052537.1	36093424	36093716	ref|NM_001310087.2|:1-316
NC_052537.1	36094240	36094358	ref|NM_001310087.2|:317-435
NC_052537.1	36097582	36097709	ref|NM_001310087.2|:436-563
NC_052537.1	36098035	36098143	ref|NM_001310087.2|:564-672
NC_052537.1	36098219	36098337	ref|NM_001310087.2|:673-791
NC_052537.1	36100564	36100599	ref|NM_001310087.2|:792-827
NC_052537.1	36101028	36101102	ref|NM_001310087.2|:828-902
NC_052537.1	36101195	36101323	ref|NM_001310087.2|:903-1031
NC_052537.1	36102406	36102501	ref|NM_001310087.2|:1032-1127
NC_052537.1	36102753	36102850	ref|NM_001310087.2|:1128-1225
NC_052537.1	36103413	36103575	ref|NM_001310087.2|:1226-1388
NC_052537.1	36104329	36104466	ref|NM_001310087.2|:1389-1526
NC_052537.1	36104912	36105133	ref|NM_001310087.2|:1527-4552
