Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
95	1	2.206	10000.000	8.307	Positive	0.0039	Monodelphis_domestica
113	1	1.545	10000.000	15.022	Positive	0.0001	Monodelphis_domestica
114	1	0.000	10000.000	15.924	Positive	0.0001	Monodelphis_domestica
134	1	0.000	10000.000	6.834	Positive	0.0089	Monodelphis_domestica
150	1	1.683	10000.000	12.803	Positive	0.0003	Monodelphis_domestica
228	1	1.364	10000.000	3.357	Positive	0.0669	Monodelphis_domestica
335	1	0.000	10000.000	17.767	Positive	0.0000	Monodelphis_domestica
363	1	3.051	10000.000	4.349	Positive	0.0370	Monodelphis_domestica
369	1	0.000	10000.000	15.935	Positive	0.0001	Monodelphis_domestica
414	1	1.204	10000.000	18.185	Positive	0.0000	Monodelphis_domestica
517	1	1.373	10000.000	13.538	Positive	0.0002	Monodelphis_domestica
544	1	2.045	10000.000	5.714	Positive	0.0168	Monodelphis_domestica
572	1	0.929	10000.000	3.512	Positive	0.0609	Monodelphis_domestica
578	1	1.106	10000.000	7.778	Positive	0.0053	Monodelphis_domestica
612	1	1.534	10000.000	8.717	Positive	0.0032	Monodelphis_domestica
640	1	1.506	10000.000	3.217	Positive	0.0729	Monodelphis_domestica
645	1	0.968	10000.000	10.876	Positive	0.0010	Monodelphis_domestica
672	1	1.105	10000.000	8.886	Positive	0.0029	Monodelphis_domestica
708	1	2.950	10000.000	4.646	Positive	0.0311	Monodelphis_domestica
766	1	0.000	10000.000	4.359	Positive	0.0368	Monodelphis_domestica
