Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
14	1	1.300	10000.000	16.864	Positive	0.0000	Mesitornis_unicolor
20	1	0.000	10000.000	14.470	Positive	0.0001	Mesitornis_unicolor
83	1	2.155	10000.000	8.533	Positive	0.0035	Mesitornis_unicolor
94	1	0.000	10000.000	20.020	Positive	0.0000	Mesitornis_unicolor
110	1	0.000	10000.000	4.355	Positive	0.0369	Mesitornis_unicolor
120	1	0.000	10000.000	12.802	Positive	0.0003	Mesitornis_unicolor
121	1	0.000	10000.000	12.656	Positive	0.0004	Mesitornis_unicolor
122	1	2.938	10000.000	3.906	Positive	0.0481	Mesitornis_unicolor
130	1	0.000	10000.000	14.081	Positive	0.0002	Mesitornis_unicolor
161	1	0.000	10000.000	14.877	Positive	0.0001	Mesitornis_unicolor
171	1	0.000	10000.000	19.047	Positive	0.0000	Mesitornis_unicolor
206	1	1.480	10000.000	11.108	Positive	0.0009	Mesitornis_unicolor
210	1	0.000	10000.000	9.894	Positive	0.0017	Mesitornis_unicolor
268	1	1.436	10000.000	16.630	Positive	0.0000	Mesitornis_unicolor
270	1	0.000	10000.000	3.897	Positive	0.0484	Mesitornis_unicolor
282	1	0.000	10000.000	12.016	Positive	0.0005	Mesitornis_unicolor
291	1	0.000	10000.000	14.602	Positive	0.0001	Mesitornis_unicolor
305	1	1.202	10000.000	21.016	Positive	0.0000	Mesitornis_unicolor
306	1	0.000	10000.000	16.711	Positive	0.0000	Mesitornis_unicolor
312	1	0.000	10000.000	15.917	Positive	0.0001	Mesitornis_unicolor
331	1	0.000	10000.000	19.528	Positive	0.0000	Mesitornis_unicolor
340	1	0.000	10000.000	19.525	Positive	0.0000	Mesitornis_unicolor
343	1	0.000	10000.000	12.301	Positive	0.0005	Mesitornis_unicolor
358	1	0.852	10000.000	5.695	Positive	0.0170	Mesitornis_unicolor
359	1	0.000	10000.000	19.574	Positive	0.0000	Mesitornis_unicolor
397	1	1.141	10000.000	17.134	Positive	0.0000	Mesitornis_unicolor
402	1	0.000	10000.000	3.110	Positive	0.0778	Mesitornis_unicolor
435	1	0.000	10000.000	19.050	Positive	0.0000	Mesitornis_unicolor
472	1	0.000	10000.000	19.546	Positive	0.0000	Mesitornis_unicolor
473	1	0.000	10000.000	7.087	Positive	0.0078	Mesitornis_unicolor
476	1	0.000	10000.000	12.009	Positive	0.0005	Mesitornis_unicolor
486	1	0.000	10000.000	16.964	Positive	0.0000	Mesitornis_unicolor
488	1	14.191	10000.000	5.955	Positive	0.0147	Mesitornis_unicolor
500	1	0.000	10000.000	15.938	Positive	0.0001	Mesitornis_unicolor
563	1	0.000	10000.000	15.938	Positive	0.0001	Mesitornis_unicolor
504	1	0.000	10000.000	19.050	Positive	0.0000	Mesitornis_unicolor
508	1	3.038	10000.000	15.548	Positive	0.0001	Mesitornis_unicolor
517	1	1.136	10000.000	17.142	Positive	0.0000	Mesitornis_unicolor
531	1	4.543	10000.000	9.444	Positive	0.0021	Mesitornis_unicolor
535	1	0.000	10000.000	20.016	Positive	0.0000	Mesitornis_unicolor
539	1	1.228	10000.000	16.948	Positive	0.0000	Mesitornis_unicolor
544	1	0.000	10000.000	19.949	Positive	0.0000	Mesitornis_unicolor
554	1	3.357	10000.000	14.130	Positive	0.0002	Mesitornis_unicolor
562	1	0.000	10000.000	15.938	Positive	0.0001	Mesitornis_unicolor
569	1	2.155	10000.000	8.519	Positive	0.0035	Mesitornis_unicolor
597	1	5.766	10000.000	3.254	Positive	0.0713	Mesitornis_unicolor
615	1	2.241	10000.000	9.386	Positive	0.0022	Mesitornis_unicolor
622	1	0.000	10000.000	10.912	Positive	0.0010	Mesitornis_unicolor
634	1	0.000	10000.000	4.380	Positive	0.0364	Mesitornis_unicolor
661	1	2.495	10000.000	3.747	Positive	0.0529	Mesitornis_unicolor
689	1	0.000	10000.000	10.944	Positive	0.0009	Mesitornis_unicolor
