clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Aves_group3	F1x4	Accipiter_gentilis	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.48034	-17334.323855	25	1.00000	0.48237	-17337.717812	25	0.40423	0.48201	-17334.186551	26
Aves_group3	F3x4	Accipiter_gentilis	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.46009	-17323.343622	25	1.00000	0.46191	-17327.061716	25	0.38886	0.46165	-17323.211905	26
Aves_group3	F1x4	Aquila_chrysaetos_chrysaetos	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.48034	-17334.323855	25	1.00000	0.48143	-17337.124938	25	0.42944	0.48139	-17334.269698	26
Aves_group3	F3x4	Aquila_chrysaetos_chrysaetos	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.46008	-17323.343621	25	1.00000	0.46131	-17326.587621	25	0.40308	0.46127	-17323.267131	26
Aves_group3	F1x4	Buceros_rhinoceros_silvestris	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.48034	-17334.323855	25	1.00000	0.49224	-17354.099517	25	0.41377	0.49043	-17333.612062	26
Aves_group3	F3x4	Buceros_rhinoceros_silvestris	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.46009	-17323.343622	25	1.00000	0.47017	-17344.636308	25	0.40012	0.46907	-17322.722912	26
Aves_group3	F1x4	Dryobates_pubescens	Merops_nubicus,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.48034	-17334.323855	25	1.00000	0.46622	-17337.051960	25	0.62062	0.46712	-17332.803088	26
Aves_group3	F3x4	Dryobates_pubescens	Merops_nubicus,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.46009	-17323.343622	25	1.00000	0.44492	-17326.147791	25	0.60836	0.44610	-17321.506436	26
Aves_group3	F1x4	Falco_cherrug	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_rusticolus,Falco_naumanni	0.48034	-17334.323856	25	1.00000	0.48055	-17334.567900	25	0.34402	0.48051	-17334.296130	26
Aves_group3	F3x4	Falco_cherrug	Merops_nubicus,Dryobates_pubescens,Indicator_indicator,Buceros_rhinoceros_silvestris,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_rusticolus,Falco_naumanni	0.46009	-17323.343620	25	1.00000	0.46027	-17323.611167	25	0.32745	0.46025	-17323.314850	26
