Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
155	1	4.340	10000.000...	1.000	7.037	0.0133	Aythya_fuligula
216	1	0.000	10000.000...	1.000	4.204	0.0569	Aythya_fuligula
383	1	3.060	10000.000...	1.000	15.541	0.0002	Aythya_fuligula
384	1	1.781	10000.000...	1.000	7.218	0.0121	Aythya_fuligula
410	1	3.082	10000.000...	1.000	15.610	0.0002	Aythya_fuligula
411	1	0.000	10000.000...	1.000	13.900	0.0004	Aythya_fuligula
413	1	4.735	10000.000...	1.000	6.677	0.0159	Aythya_fuligula
423	1	8.411	10000.000...	1.000	12.425	0.0009	Aythya_fuligula
425	1	0.000	10000.000...	1.000	21.752	0.0000	Aythya_fuligula
612	1	6.242	10000.000...	1.000	3.535	0.0806	Aythya_fuligula
689	1	2.028	10000.000...	1.000	5.777	0.0253	Aythya_fuligula
