Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
200	1	3.001	10000.000...	1.000	15.550	0.0002	Dromaius_novaehollandiae
241	1	0.000	10000.000...	1.000	3.579	0.0788	Dromaius_novaehollandiae
250	1	1.850	10000.000...	1.000	4.190	0.0573	Dromaius_novaehollandiae
386	1	1.346	10000.000...	1.000	4.543	0.0477	Dromaius_novaehollandiae
430	1	2.106	10000.000...	1.000	4.718	0.0436	Dromaius_novaehollandiae
453	1	0.000	10000.000...	1.000	6.948	0.0139	Dromaius_novaehollandiae
517	1	0.000	10000.000...	1.000	3.913	0.0662	Dromaius_novaehollandiae
555	1	0.000	10000.000...	1.000	7.359	0.0113	Dromaius_novaehollandiae
653	1	0.000	10000.000...	1.000	6.485	0.0176	Dromaius_novaehollandiae
668	1	0.000	10000.000...	1.000	3.517	0.0814	Dromaius_novaehollandiae
669	1	0.869	10000.000...	1.000	3.547	0.0801	Dromaius_novaehollandiae
679	1	0.000	10000.000...	1.000	4.219	0.0565	Dromaius_novaehollandiae
730	1	1.539	10000.000...	1.000	4.165	0.0581	Dromaius_novaehollandiae
749	1	6.491	10000.000...	1.000	7.930	0.0084	Dromaius_novaehollandiae
