Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
73	1	0.000	10000.000	3.204	Positive	0.0735	Passer_montanus
98	1	0.000	10000.000	4.135	Positive	0.0420	Passer_montanus
133	1	3.920	10000.000	10.295	Positive	0.0013	Passer_montanus
154	1	1.836	10000.000	3.967	Positive	0.0464	Passer_montanus
175	1	0.000	10000.000	20.359	Positive	0.0000	Passer_montanus
358	1	0.000	10000.000	10.113	Positive	0.0015	Passer_montanus
406	1	0.000	10000.000	7.184	Positive	0.0074	Passer_montanus
422	1	0.000	10000.000	20.792	Positive	0.0000	Passer_montanus
426	1	1.545	10000.000	6.239	Positive	0.0125	Passer_montanus
522	1	1.062	10000.000	9.841	Positive	0.0017	Passer_montanus
558	1	0.000	10000.000	20.830	Positive	0.0000	Passer_montanus
633	1	1.337	10000.000	6.595	Positive	0.0102	Passer_montanus
645	1	1.313	10000.000	2.733	Positive	0.0983	Passer_montanus
689	1	0.000	10000.000	2.883	Positive	0.0895	Passer_montanus
701	1	1.465	10000.000	3.778	Positive	0.0519	Passer_montanus
