Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
40	1	24.141	10000.000...	1.000	4.132	0.0591	Phyllostomus_discolor
55	1	1.435	10000.000...	1.000	6.733	0.0155	Phyllostomus_discolor
179	1	0.774	10000.000...	1.000	9.072	0.0047	Phyllostomus_discolor
187	1	0.000	10000.000...	1.000	7.023	0.0134	Phyllostomus_discolor
342	1	1.240	10000.000...	1.000	3.613	0.0774	Phyllostomus_discolor
377	1	0.790	10000.000...	1.000	9.308	0.0042	Phyllostomus_discolor
443	1	1.342	10000.000...	1.000	6.115	0.0213	Phyllostomus_discolor
491	1	6.036	10000.000...	1.000	5.988	0.0227	Phyllostomus_discolor
504	1	0.000	10000.000...	1.000	7.056	0.0131	Phyllostomus_discolor
616	1	1.167	10000.000...	1.000	3.581	0.0787	Phyllostomus_discolor
651	1	2.775	10000.000...	1.000	6.875	0.0144	Phyllostomus_discolor
735	1	1.159	10000.000...	1.000	4.505	0.0487	Phyllostomus_discolor
