Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
94	1	0.686	10000.000	3.099	Positive	0.0784	Paramormyrops_kingsleyae
205	1	0.274	10000.000	8.476	Positive	0.0036	Paramormyrops_kingsleyae
207	1	0.543	10000.000	5.490	Positive	0.0191	Paramormyrops_kingsleyae
227	1	2.566	10000.000	3.854	Positive	0.0496	Paramormyrops_kingsleyae
228	1	2.646	10000.000	3.738	Positive	0.0532	Paramormyrops_kingsleyae
339	1	1.182	10000.000	3.058	Positive	0.0803	Paramormyrops_kingsleyae
373	1	0.749	10000.000	16.881	Positive	0.0000	Paramormyrops_kingsleyae
420	1	0.329	10000.000	6.479	Positive	0.0109	Paramormyrops_kingsleyae
472	1	1.527	10000.000	17.180	Positive	0.0000	Paramormyrops_kingsleyae
562	1	0.933	10000.000	3.393	Positive	0.0655	Paramormyrops_kingsleyae
604	1	0.874	10000.000	18.266	Positive	0.0000	Paramormyrops_kingsleyae
620	1	0.625	10000.000	5.182	Positive	0.0228	Paramormyrops_kingsleyae
691	1	1.295	10000.000	3.822	Positive	0.0506	Paramormyrops_kingsleyae
822	1	0.000	10000.000	3.343	Positive	0.0675	Paramormyrops_kingsleyae
