""	"clade"	"test"	"back"	"pval"	"kval"	"adjusted_p_value"
"1"	"Actinopterygii_group1"	"Acanthopagrus_latus"	"`Sparus_aurata,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.5399	0.82	0.850960869565218
"2"	"Actinopterygii_group1"	"Anarrhichthys_ocellatus"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.6749	0.88	0.850960869565218
"3"	"Actinopterygii_group1"	"Cheilinus_undulatus"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	1	1.42	1
"4"	"Actinopterygii_group1"	"Cottoperca_gobio"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	1	1.01	1
"5"	"Actinopterygii_group1"	"Cyclopterus_lumpus"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	8e-04	2.74	0.0116
"6"	"Actinopterygii_group1"	"Dicentrarchus_labrax"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.4119	0.69	0.850960869565218
"7"	"Actinopterygii_group1"	"Epinephelus_fuscoguttatus"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.5244	0.29	0.850960869565218
"8"	"Actinopterygii_group1"	"Epinephelus_lanceolatus"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.0464	0	0.2784
"9"	"Actinopterygii_group1"	"Etheostoma_cragini"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.2949	1.32	0.777463636363636
"10"	"Actinopterygii_group1"	"Etheostoma_spectabile"	"`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`"	0.2061	0	0.6641
