Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
5	1	4.811	10000.000...	1.000	8.958	0.0050	Pongo_abelii
90	1	0.000	10000.000...	1.000	11.807	0.0012	Pongo_abelii
99	1	0.000	10000.000...	1.000	7.279	0.0117	Pongo_abelii
183	1	0.000	10000.000...	1.000	9.409	0.0040	Pongo_abelii
272	1	0.000	10000.000...	1.000	6.302	0.0193	Pongo_abelii
371	1	1.207	10000.000...	1.000	9.106	0.0046	Pongo_abelii
408	1	0.000	10000.000...	1.000	8.895	0.0052	Pongo_abelii
428	1	2.081	10000.000...	1.000	16.421	0.0001	Pongo_abelii
507	1	4.225	10000.000...	1.000	10.367	0.0024	Pongo_abelii
509	1	2.197	10000.000...	1.000	12.167	0.0010	Pongo_abelii
