Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
11	1	0.000	7.830	1.000	3.391	0.0870	Otolemur_garnettii
19	1	1.259	20.350	1.000	3.341	0.0893	Otolemur_garnettii
21	1	0.000	16.080	1.000	8.110	0.0077	Otolemur_garnettii
30	1	0.000	8.277	1.000	3.965	0.0644	Otolemur_garnettii
46	1	0.000	10000.000...	1.000	7.001	0.0135	Otolemur_garnettii
75	1	0.000	9.177	1.000	3.667	0.0753	Otolemur_garnettii
89	1	0.000	9999.999	1.000	3.602	0.0779	Otolemur_garnettii
95	1	0.000	10.374	1.000	6.516	0.0173	Otolemur_garnettii
108	1	0.000	8.144	1.000	3.961	0.0646	Otolemur_garnettii
122	1	0.000	4.641	1.000	3.300	0.0912	Otolemur_garnettii
147	1	0.000	4.809	1.000	3.355	0.0886	Otolemur_garnettii
152	1	0.000	4.977	1.000	3.386	0.0872	Otolemur_garnettii
164	1	0.000	9.092	1.000	4.671	0.0447	Otolemur_garnettii
197	1	0.000	4.259	1.000	3.202	0.0960	Otolemur_garnettii
249	1	0.000	10.887	1.000	4.092	0.0603	Otolemur_garnettii
262	1	0.000	10.905	1.000	4.005	0.0631	Otolemur_garnettii
299	1	0.000	4.233	1.000	3.236	0.0943	Otolemur_garnettii
308	1	0.000	11.211	1.000	4.484	0.0492	Otolemur_garnettii
347	1	0.000	10000.000...	1.000	4.504	0.0487	Otolemur_garnettii
401	1	0.000	77.723	1.000	6.593	0.0166	Otolemur_garnettii
511	1	0.000	4.641	1.000	3.309	0.0908	Otolemur_garnettii
559	1	0.771	19.345	1.000	3.466	0.0836	Otolemur_garnettii
725	1	0.000	9.350	1.000	3.473	0.0833	Otolemur_garnettii
734	1	0.000	9.773	1.000	3.401	0.0865	Otolemur_garnettii
871	1	1.094	14.628	1.000	3.263	0.0930	Otolemur_garnettii
