Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
8	1	0.000	10000.000	11.009	Positive	0.0009	Trichechus_manatus
19	1	0.000	10000.000	16.690	Positive	0.0000	Trichechus_manatus
36	1	0.000	10000.000	12.231	Positive	0.0005	Trichechus_manatus
44	1	0.000	10000.000	4.960	Positive	0.0259	Trichechus_manatus
50	1	2.529	10000.000	10.535	Positive	0.0012	Trichechus_manatus
52	1	2.846	10000.000	8.279	Positive	0.0040	Trichechus_manatus
68	1	0.000	10000.000	12.106	Positive	0.0005	Trichechus_manatus
174	1	0.000	10000.000	12.111	Positive	0.0005	Trichechus_manatus
259	1	0.000	10000.000	20.147	Positive	0.0000	Trichechus_manatus
374	1	1.021	10000.000	16.327	Positive	0.0001	Trichechus_manatus
481	1	2.372	10000.000	10.218	Positive	0.0014	Trichechus_manatus
673	1	2.510	10000.000	8.935	Positive	0.0028	Trichechus_manatus
676	1	0.842	10000.000	20.397	Positive	0.0000	Trichechus_manatus
677	1	1.106	10000.000	5.250	Positive	0.0219	Trichechus_manatus
