Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
104	1	0.744	10000.000...	1.000	6.963	0.0138	Lates_calcarifer
107	1	0.635	10000.000...	1.000	5.018	0.0373	Lates_calcarifer
116	1	2.230	10000.000...	1.000	10.718	0.0020	Lates_calcarifer
142	1	1.523	10000.000...	1.000	7.036	0.0133	Lates_calcarifer
150	1	0.000	10000.000...	1.000	4.003	0.0632	Lates_calcarifer
184	1	2.403	10000.000...	1.000	3.360	0.0884	Lates_calcarifer
189	1	0.616	10000.000...	1.000	8.024	0.0080	Lates_calcarifer
204	1	0.652	10000.000...	1.000	6.052	0.0220	Lates_calcarifer
227	1	4.466	10000.000...	1.000	11.688	0.0013	Lates_calcarifer
232	1	0.543	10000.000...	1.000	6.132	0.0211	Lates_calcarifer
246	1	1.247	10000.000...	1.000	7.591	0.0100	Lates_calcarifer
254	1	0.589	10000.000...	1.000	4.955	0.0386	Lates_calcarifer
313	1	1.653	10000.000...	1.000	10.192	0.0027	Lates_calcarifer
317	1	3.186	10000.000...	1.000	4.794	0.0419	Lates_calcarifer
320	1	0.000	10000.000...	1.000	12.323	0.0009	Lates_calcarifer
321	1	0.815	10000.000...	1.000	9.734	0.0034	Lates_calcarifer
335	1	1.434	10000.000...	1.000	6.501	0.0174	Lates_calcarifer
357	1	1.186	10000.000...	1.000	3.676	0.0749	Lates_calcarifer
363	1	0.000	10000.000...	1.000	5.619	0.0274	Lates_calcarifer
364	1	1.358	10000.000...	1.000	9.226	0.0044	Lates_calcarifer
370	1	0.000	10000.000...	1.000	7.242	0.0119	Lates_calcarifer
371	1	0.543	10000.000...	1.000	3.437	0.0849	Lates_calcarifer
391	1	1.280	10000.000...	1.000	5.483	0.0294	Lates_calcarifer
395	1	1.818	10000.000...	1.000	7.514	0.0104	Lates_calcarifer
411	1	0.729	10000.000...	1.000	8.290	0.0070	Lates_calcarifer
474	1	1.697	10000.000...	1.000	16.852	0.0001	Lates_calcarifer
478	1	3.234	10000.000...	1.000	5.713	0.0261	Lates_calcarifer
481	1	0.657	10000.000...	1.000	12.065	0.0010	Lates_calcarifer
484	1	1.255	10000.000...	1.000	8.148	0.0075	Lates_calcarifer
492	1	3.749	10000.000...	1.000	4.541	0.0478	Lates_calcarifer
548	1	0.662	10000.000...	1.000	8.191	0.0074	Lates_calcarifer
550	1	2.181	10000.000...	1.000	9.966	0.0030	Lates_calcarifer
576	1	0.300	10000.000...	1.000	19.877	0.0000	Lates_calcarifer
584	1	2.236	10000.000...	1.000	5.400	0.0307	Lates_calcarifer
587	1	0.320	10000.000...	1.000	10.289	0.0025	Lates_calcarifer
602	1	0.000	10000.000...	1.000	7.066	0.0131	Lates_calcarifer
617	1	0.397	10000.000...	1.000	5.605	0.0276	Lates_calcarifer
638	1	0.000	10000.000...	1.000	6.919	0.0141	Lates_calcarifer
640	1	0.313	10000.000...	1.000	8.353	0.0068	Lates_calcarifer
641	1	0.512	10000.000...	1.000	5.587	0.0279	Lates_calcarifer
701	1	0.593	10000.000...	1.000	4.871	0.0403	Lates_calcarifer
712	1	2.296	10000.000...	1.000	7.469	0.0106	Lates_calcarifer
