Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
98	1	0.747	68.988	6.133	Positive	0.0133	Mus_caroli
233	1	0.252	61.571	7.608	Positive	0.0058	Mus_caroli
445	1	0.904	67.179	5.718	Positive	0.0168	Mus_caroli
589	1	0.000	27.970	8.915	Positive	0.0028	Mus_caroli
595	1	0.000	70.973	9.376	Positive	0.0022	Mus_caroli
606	1	2.774	36.472	2.899	Positive	0.0886	Mus_caroli
611	1	1.849	32.915	3.491	Positive	0.0617	Mus_caroli
662	1	2.047	32.339	3.044	Positive	0.0810	Mus_caroli
766	1	1.067	63.525	5.197	Positive	0.0226	Mus_caroli
771	1	1.346	45.466	4.400	Positive	0.0359	Mus_caroli
803	1	1.800	37.075	3.504	Positive	0.0612	Mus_caroli
806	1	0.649	34.951	5.279	Positive	0.0216	Mus_caroli
811	1	1.307	37.920	4.289	Positive	0.0384	Mus_caroli
839	1	3.255	71.775	3.536	Positive	0.0601	Mus_caroli
847	1	3.172	71.730	3.725	Positive	0.0536	Mus_caroli
855	1	0.382	31.433	5.776	Positive	0.0163	Mus_caroli
